State,Date,Time,City,Vehicle_Type,Junction_Type,Peak_Hour,Weather_Condition,Lane_Count,Accident_Reported,Traffic_Light_Status,Day_Type,Congestion_Level,Vehicle_Count,Avg_Speed_km_h,Traffic_Situation,Road_Type
Haryana,22-01-2025,22.30,Panipat,Bus,T-Junction,No,Rain,4,Yes,Red,Weekday,Severe,175,63,Accident,Urban Road
Haryana,22-01-2025,22.45,Kurukshetra,Bus,Roundabout,No,Fog,5,Yes,Red,Weekday,Severe,185,69,Accident,Rural Road
Haryana,22-01-2025,23.00,Kurukshetra,Truck,Crossroad,No,Clear,6,Yes,Green,Weekday,Low,178,52,Accident,Urban Road
Haryana,22-01-2025,23.15,Yamunanagar,Two-Wheeler,Roundabout,No,Rain,4,Yes,Green,Weekday,Low,378,67,Congested,Highway
Haryana,22-01-2025,23.30,Kurukshetra,Truck,Crossroad,No,Fog,6,Yes,Red,Weekday,Low,337,68,Congested,Urban Road
Haryana,22-01-2025,23.45,Rohtak,Auto,Roundabout,No,Clear,4,No,Green,Weekday,Severe,477,40,Accident,Highway
Haryana,23-01-2025,0.00,Yamunanagar,Bus,Roundabout,No,Rain,2,Yes,Amber,Weekday,Severe,371,65,Normal,Rural Road
Haryana,23-01-2025,0.15,Faridabad,Car,Roundabout,No,Fog,2,Yes,Red,Weekday,High,115,61,Congested,Highway
Haryana,23-01-2025,0.30,Karnal,Bus,T-Junction,No,Cloudy,4,No,Amber,Weekday,Medium,199,41,Normal,Highway
Haryana,23-01-2025,0.45,Hisar,Bus,T-Junction,No,Clear,4,Yes,Green,Weekday,High,362,37,Normal,Urban Road
Haryana,23-01-2025,1.00,Karnal,Two-Wheeler,Roundabout,No,Clear,4,Yes,Red,Weekday,Medium,252,20,Normal,Urban Road
Haryana,23-01-2025,1.15,Ambala,Two-Wheeler,T-Junction,No,Sunny,5,Yes,Red,Weekday,Medium,328,25,Accident,Urban Road
Haryana,23-01-2025,1.30,Faridabad,Bus,Crossroad,No,Fog,2,No,Green,Weekday,Low,115,29,Normal,Urban Road
Haryana,23-01-2025,1.45,Yamunanagar,Car,Roundabout,No,Clear,5,Yes,Red,Weekday,High,291,65,Congested,Highway
Haryana,23-01-2025,2.00,Kurukshetra,Two-Wheeler,Roundabout,No,Cloudy,6,Yes,Amber,Weekday,Severe,344,24,Normal,Highway
Haryana,23-01-2025,2.15,Hisar,Bus,Crossroad,No,Clear,3,No,Green,Weekday,Severe,580,57,Accident,Rural Road
Haryana,23-01-2025,2.30,Rohtak,Two-Wheeler,T-Junction,No,Fog,2,Yes,Amber,Weekday,Low,517,44,Accident,Rural Road
Haryana,23-01-2025,2.45,Faridabad,Two-Wheeler,T-Junction,No,Fog,2,No,Amber,Weekday,High,532,53,Normal,Urban Road
Haryana,23-01-2025,3.00,Sonipat,Bus,Crossroad,No,Cloudy,2,Yes,Red,Weekday,Low,64,30,Congested,Highway
Haryana,23-01-2025,3.15,Panipat,Bus,T-Junction,No,Rain,3,Yes,Red,Weekday,Medium,219,42,Accident,Urban Road
Haryana,23-01-2025,3.30,Rohtak,Auto,T-Junction,No,Clear,5,No,Red,Weekday,High,136,24,Normal,Highway
Haryana,23-01-2025,3.45,Karnal,Two-Wheeler,Roundabout,No,Rain,4,No,Green,Weekday,Medium,174,51,Accident,Highway
Haryana,23-01-2025,4.00,Yamunanagar,Two-Wheeler,Crossroad,No,Cloudy,4,No,Amber,Weekday,Low,168,70,Normal,Rural Road
Haryana,23-01-2025,4.15,Ambala,Car,Crossroad,No,Cloudy,4,No,Red,Weekday,High,321,32,Congested,Highway
Haryana,23-01-2025,4.30,Panipat,Two-Wheeler,Roundabout,No,Clear,3,Yes,Green,Weekday,Low,414,57,Congested,Highway
Haryana,23-01-2025,4.45,Panipat,Car,Crossroad,No,Rain,2,No,Green,Weekday,Low,318,70,Accident,Highway
Haryana,23-01-2025,5.00,Hisar,Car,T-Junction,No,Sunny,2,Yes,Amber,Weekday,Low,360,55,Normal,Rural Road
Haryana,23-01-2025,5.15,Panipat,Car,Roundabout,No,Cloudy,6,No,Green,Weekday,Low,393,51,Accident,Highway
Haryana,23-01-2025,5.30,Sonipat,Auto,T-Junction,No,Sunny,2,No,Green,Weekday,High,263,35,Normal,Urban Road
Haryana,23-01-2025,5.45,Karnal,Car,T-Junction,No,Fog,3,No,Amber,Weekday,Medium,145,44,Accident,Rural Road
Haryana,23-01-2025,6.00,Karnal,Auto,T-Junction,No,Sunny,3,No,Amber,Weekday,Low,162,28,Congested,Rural Road
Haryana,23-01-2025,6.15,Panipat,Auto,T-Junction,No,Sunny,3,Yes,Red,Weekday,Medium,78,48,Normal,Highway
Haryana,23-01-2025,6.30,Panipat,Two-Wheeler,T-Junction,No,Cloudy,6,Yes,Amber,Weekday,Severe,415,46,Congested,Rural Road
Haryana,23-01-2025,6.45,Hisar,Two-Wheeler,Crossroad,No,Clear,5,No,Amber,Weekday,Severe,301,42,Congested,Urban Road
Haryana,23-01-2025,7.00,Ambala,Car,Crossroad,No,Fog,3,No,Amber,Weekday,Severe,406,58,Congested,Highway
Haryana,23-01-2025,7.15,Kurukshetra,Auto,T-Junction,No,Cloudy,4,No,Amber,Weekday,Low,165,59,Congested,Urban Road
Haryana,23-01-2025,7.30,Rohtak,Truck,Roundabout,No,Fog,3,Yes,Amber,Weekday,Severe,314,50,Normal,Urban Road
Haryana,23-01-2025,7.45,Sonipat,Two-Wheeler,Crossroad,No,Fog,6,No,Red,Weekday,Medium,242,56,Accident,Highway
Haryana,23-01-2025,8.00,Kurukshetra,Auto,Roundabout,Yes,Sunny,5,Yes,Red,Weekday,Medium,204,32,Accident,Highway
Haryana,23-01-2025,8.15,Yamunanagar,Car,T-Junction,Yes,Clear,2,No,Red,Weekday,Severe,136,60,Normal,Highway
Haryana,23-01-2025,8.30,Sonipat,Truck,T-Junction,Yes,Fog,2,No,Red,Weekday,Severe,590,53,Accident,Highway
Haryana,23-01-2025,8.45,Panipat,Truck,Roundabout,Yes,Cloudy,3,No,Green,Weekday,High,322,59,Normal,Highway
Haryana,23-01-2025,9.00,Gurugram,Auto,Roundabout,Yes,Fog,4,No,Green,Weekday,Low,240,57,Congested,Urban Road
Haryana,23-01-2025,9.15,Sonipat,Two-Wheeler,Crossroad,Yes,Fog,6,Yes,Green,Weekday,Low,74,37,Congested,Highway
Haryana,23-01-2025,9.30,Faridabad,Auto,T-Junction,Yes,Clear,3,Yes,Green,Weekday,High,166,55,Accident,Rural Road
Haryana,23-01-2025,9.45,Sonipat,Car,Roundabout,Yes,Sunny,3,Yes,Red,Weekday,Severe,114,33,Normal,Rural Road
Haryana,23-01-2025,10.00,Yamunanagar,Auto,Roundabout,No,Fog,4,Yes,Green,Weekday,Low,227,42,Congested,Rural Road
Haryana,23-01-2025,10.15,Karnal,Truck,Roundabout,No,Cloudy,5,Yes,Amber,Weekday,High,467,37,Normal,Urban Road
Haryana,23-01-2025,10.30,Faridabad,Bus,Crossroad,No,Cloudy,5,Yes,Green,Weekday,High,293,69,Accident,Highway
Haryana,23-01-2025,10.45,Panipat,Auto,T-Junction,No,Clear,4,No,Green,Weekday,High,583,37,Normal,Highway
Haryana,23-01-2025,11.00,Panipat,Auto,T-Junction,No,Rain,4,No,Green,Weekday,Severe,409,46,Normal,Highway
Haryana,23-01-2025,11.15,Yamunanagar,Two-Wheeler,Roundabout,No,Sunny,5,Yes,Green,Weekday,Low,160,20,Accident,Highway
Haryana,23-01-2025,11.30,Gurugram,Bus,Roundabout,No,Cloudy,2,Yes,Red,Weekday,High,265,70,Congested,Rural Road
Haryana,23-01-2025,11.45,Yamunanagar,Bus,Crossroad,No,Rain,6,Yes,Red,Weekday,Medium,473,37,Normal,Rural Road
Haryana,23-01-2025,12.00,Rohtak,Auto,Crossroad,No,Cloudy,2,Yes,Green,Weekday,High,160,52,Accident,Rural Road
Haryana,23-01-2025,12.15,Hisar,Truck,Crossroad,No,Sunny,4,No,Green,Weekday,Low,253,50,Accident,Highway
Haryana,23-01-2025,12.30,Faridabad,Auto,Roundabout,No,Clear,4,Yes,Red,Weekday,High,115,41,Normal,Highway
Haryana,23-01-2025,12.45,Hisar,Car,Crossroad,No,Sunny,4,No,Green,Weekday,Low,595,40,Congested,Rural Road
Haryana,23-01-2025,13.00,Ambala,Auto,T-Junction,No,Fog,3,No,Green,Weekday,Low,443,22,Congested,Urban Road
Haryana,23-01-2025,13.15,Kurukshetra,Auto,Roundabout,No,Cloudy,5,Yes,Amber,Weekday,High,508,27,Accident,Urban Road
Haryana,23-01-2025,13.30,Panipat,Bus,T-Junction,No,Fog,3,No,Green,Weekday,Severe,390,30,Accident,Rural Road
Haryana,23-01-2025,13.45,Sonipat,Auto,Roundabout,No,Clear,2,Yes,Red,Weekday,Medium,494,35,Accident,Highway
Haryana,23-01-2025,14.00,Hisar,Car,Crossroad,No,Clear,4,Yes,Green,Weekday,Severe,337,50,Normal,Rural Road
Haryana,23-01-2025,14.15,Kurukshetra,Auto,Crossroad,No,Fog,5,No,Green,Weekday,Medium,592,33,Accident,Highway
Haryana,23-01-2025,14.30,Faridabad,Two-Wheeler,T-Junction,No,Sunny,2,No,Red,Weekday,High,386,30,Normal,Rural Road
Haryana,23-01-2025,14.45,Sonipat,Auto,Crossroad,No,Cloudy,6,Yes,Amber,Weekday,Severe,324,32,Congested,Rural Road
Haryana,23-01-2025,15.00,Sonipat,Bus,Roundabout,No,Rain,6,No,Amber,Weekday,Low,84,30,Accident,Urban Road
Haryana,23-01-2025,15.15,Panipat,Car,Crossroad,No,Cloudy,5,No,Amber,Weekday,Medium,119,32,Normal,Highway
Haryana,23-01-2025,15.30,Faridabad,Auto,Roundabout,No,Fog,5,Yes,Red,Weekday,Severe,513,43,Accident,Urban Road
Haryana,23-01-2025,15.45,Rohtak,Two-Wheeler,Crossroad,No,Cloudy,6,No,Red,Weekday,Medium,443,30,Normal,Urban Road
Haryana,23-01-2025,16.00,Faridabad,Car,Crossroad,No,Cloudy,4,Yes,Green,Weekday,Severe,512,68,Accident,Rural Road
Haryana,23-01-2025,16.15,Ambala,Truck,T-Junction,No,Rain,6,No,Green,Weekday,Medium,439,20,Accident,Rural Road
Haryana,23-01-2025,16.30,Rohtak,Truck,Roundabout,No,Rain,4,Yes,Red,Weekday,Medium,476,31,Congested,Urban Road
Haryana,23-01-2025,16.45,Ambala,Car,T-Junction,No,Sunny,2,No,Red,Weekday,Severe,86,53,Accident,Urban Road
Haryana,23-01-2025,17.00,Rohtak,Bus,T-Junction,Yes,Cloudy,3,Yes,Amber,Weekday,Severe,416,33,Accident,Urban Road
Haryana,23-01-2025,17.15,Faridabad,Truck,Roundabout,Yes,Fog,6,Yes,Green,Weekday,Low,455,55,Accident,Rural Road
Haryana,23-01-2025,17.30,Rohtak,Auto,T-Junction,Yes,Sunny,6,No,Amber,Weekday,High,230,37,Accident,Highway
Haryana,23-01-2025,17.45,Faridabad,Truck,Roundabout,Yes,Cloudy,6,Yes,Red,Weekday,High,539,21,Normal,Urban Road
Haryana,23-01-2025,18.00,Hisar,Bus,Crossroad,Yes,Fog,2,Yes,Green,Weekday,High,215,23,Accident,Urban Road
Haryana,23-01-2025,18.15,Panipat,Truck,Crossroad,Yes,Cloudy,2,Yes,Green,Weekday,Low,497,22,Accident,Highway
Haryana,23-01-2025,18.30,Karnal,Bus,T-Junction,Yes,Cloudy,3,Yes,Amber,Weekday,Medium,260,30,Normal,Rural Road
Haryana,23-01-2025,18.45,Sonipat,Truck,T-Junction,Yes,Fog,2,No,Green,Weekday,High,379,56,Accident,Rural Road
Haryana,23-01-2025,19.00,Yamunanagar,Two-Wheeler,Roundabout,No,Rain,5,No,Red,Weekday,Medium,148,26,Normal,Highway
Haryana,23-01-2025,19.15,Panipat,Bus,Roundabout,No,Sunny,5,No,Green,Weekday,High,451,52,Accident,Rural Road
Haryana,23-01-2025,19.30,Yamunanagar,Car,T-Junction,No,Rain,3,No,Red,Weekday,Low,484,34,Congested,Highway
Haryana,23-01-2025,19.45,Panipat,Bus,Roundabout,No,Sunny,2,Yes,Amber,Weekday,High,426,59,Normal,Rural Road
Haryana,23-01-2025,20.00,Hisar,Auto,Roundabout,No,Clear,4,Yes,Green,Weekday,Low,204,34,Congested,Rural Road
Haryana,23-01-2025,20.15,Hisar,Auto,Crossroad,No,Clear,2,No,Red,Weekday,Severe,100,55,Congested,Highway
Haryana,23-01-2025,20.30,Panipat,Auto,Roundabout,No,Clear,2,Yes,Amber,Weekday,High,386,28,Normal,Urban Road
Haryana,23-01-2025,20.45,Kurukshetra,Car,T-Junction,No,Sunny,3,Yes,Green,Weekday,Low,161,67,Congested,Rural Road
Haryana,23-01-2025,21.00,Yamunanagar,Truck,Roundabout,No,Sunny,5,Yes,Amber,Weekday,High,114,62,Accident,Highway
Haryana,23-01-2025,21.15,Faridabad,Auto,T-Junction,No,Cloudy,4,Yes,Green,Weekday,Severe,304,39,Normal,Highway
Haryana,23-01-2025,21.30,Ambala,Auto,T-Junction,No,Fog,3,Yes,Red,Weekday,Medium,245,22,Congested,Rural Road
Haryana,23-01-2025,21.45,Yamunanagar,Car,T-Junction,No,Fog,4,Yes,Amber,Weekday,High,145,29,Congested,Highway
Haryana,23-01-2025,22.00,Karnal,Two-Wheeler,T-Junction,No,Rain,4,Yes,Amber,Weekday,Low,218,28,Normal,Highway
Haryana,23-01-2025,22.15,Karnal,Two-Wheeler,Roundabout,No,Cloudy,4,Yes,Green,Weekday,Severe,192,65,Congested,Urban Road
Haryana,23-01-2025,22.30,Rohtak,Car,T-Junction,No,Clear,4,Yes,Red,Weekday,Low,265,37,Congested,Urban Road
Haryana,23-01-2025,22.45,Ambala,Auto,T-Junction,No,Sunny,3,No,Amber,Weekday,Severe,587,45,Normal,Urban Road
Haryana,23-01-2025,23.00,Rohtak,Two-Wheeler,Crossroad,No,Sunny,4,No,Amber,Weekday,Low,418,47,Congested,Highway
Haryana,23-01-2025,23.15,Ambala,Car,T-Junction,No,Clear,4,No,Amber,Weekday,Medium,294,70,Congested,Urban Road
Haryana,23-01-2025,23.30,Karnal,Bus,T-Junction,No,Sunny,2,Yes,Green,Weekday,Low,122,51,Congested,Rural Road
Haryana,23-01-2025,23.45,Rohtak,Bus,Crossroad,No,Cloudy,4,Yes,Red,Weekday,Low,240,70,Normal,Rural Road
Haryana,24-01-2025,0.00,Kurukshetra,Auto,Crossroad,No,Sunny,5,Yes,Green,Weekday,High,550,63,Accident,Urban Road
Haryana,24-01-2025,0.15,Ambala,Bus,Crossroad,No,Fog,4,Yes,Green,Weekday,High,200,67,Accident,Highway
Haryana,24-01-2025,0.30,Ambala,Two-Wheeler,Roundabout,No,Rain,6,No,Red,Weekday,Severe,584,27,Normal,Highway
Haryana,24-01-2025,0.45,Panipat,Bus,Roundabout,No,Sunny,2,No,Green,Weekday,High,383,38,Congested,Highway
Haryana,24-01-2025,1.00,Karnal,Car,T-Junction,No,Clear,6,Yes,Amber,Weekday,High,57,59,Accident,Rural Road
Haryana,24-01-2025,1.15,Ambala,Two-Wheeler,T-Junction,No,Cloudy,5,Yes,Amber,Weekday,Severe,219,39,Congested,Urban Road
Haryana,24-01-2025,1.30,Faridabad,Two-Wheeler,Roundabout,No,Rain,3,No,Red,Weekday,Medium,264,45,Congested,Rural Road
Haryana,24-01-2025,1.45,Ambala,Car,Roundabout,No,Sunny,2,Yes,Green,Weekday,High,370,31,Accident,Rural Road
Haryana,24-01-2025,2.00,Rohtak,Truck,Roundabout,No,Clear,6,No,Green,Weekday,Severe,210,39,Normal,Rural Road
Haryana,24-01-2025,2.15,Rohtak,Truck,Crossroad,No,Sunny,4,No,Green,Weekday,Severe,272,40,Normal,Highway
Haryana,24-01-2025,2.30,Rohtak,Two-Wheeler,T-Junction,No,Rain,2,No,Amber,Weekday,Low,424,66,Congested,Urban Road
Haryana,24-01-2025,2.45,Kurukshetra,Car,Crossroad,No,Sunny,3,No,Amber,Weekday,Severe,193,48,Congested,Highway
Haryana,24-01-2025,3.00,Yamunanagar,Car,T-Junction,No,Fog,5,Yes,Amber,Weekday,Medium,67,69,Congested,Highway
Haryana,24-01-2025,3.15,Kurukshetra,Car,Roundabout,No,Sunny,2,No,Red,Weekday,High,323,67,Normal,Rural Road
Haryana,24-01-2025,3.30,Karnal,Truck,Roundabout,No,Sunny,2,No,Red,Weekday,Severe,253,32,Congested,Urban Road
Haryana,24-01-2025,3.45,Gurugram,Truck,T-Junction,No,Clear,5,No,Amber,Weekday,Severe,426,27,Congested,Highway
Haryana,24-01-2025,4.00,Rohtak,Truck,Crossroad,No,Cloudy,2,Yes,Red,Weekday,Low,416,21,Normal,Highway
Haryana,24-01-2025,4.15,Rohtak,Bus,Crossroad,No,Rain,5,No,Red,Weekday,Medium,483,51,Congested,Highway
Haryana,24-01-2025,4.30,Karnal,Truck,Roundabout,No,Cloudy,6,Yes,Red,Weekday,Low,120,22,Normal,Rural Road
Haryana,24-01-2025,4.45,Panipat,Bus,T-Junction,No,Fog,2,Yes,Red,Weekday,Medium,292,36,Normal,Urban Road
Haryana,24-01-2025,5.00,Panipat,Car,Roundabout,No,Rain,4,No,Amber,Weekday,High,236,22,Congested,Rural Road
Haryana,24-01-2025,5.15,Yamunanagar,Truck,Roundabout,No,Clear,4,Yes,Red,Weekday,Medium,200,43,Accident,Rural Road
Haryana,24-01-2025,5.30,Sonipat,Auto,Crossroad,No,Rain,3,No,Green,Weekday,Severe,191,49,Accident,Highway
Haryana,24-01-2025,5.45,Rohtak,Bus,Crossroad,No,Fog,2,Yes,Green,Weekday,Severe,520,42,Accident,Rural Road
Haryana,24-01-2025,6.00,Faridabad,Car,Crossroad,No,Fog,5,Yes,Green,Weekday,Low,108,50,Congested,Rural Road
Haryana,24-01-2025,6.15,Rohtak,Auto,Roundabout,No,Sunny,2,Yes,Amber,Weekday,Low,581,67,Normal,Highway
Haryana,24-01-2025,6.30,Ambala,Two-Wheeler,Crossroad,No,Clear,4,Yes,Red,Weekday,Medium,313,25,Normal,Highway
Haryana,24-01-2025,6.45,Rohtak,Auto,T-Junction,No,Clear,6,Yes,Amber,Weekday,Low,408,47,Accident,Rural Road
Haryana,24-01-2025,7.00,Sonipat,Auto,Crossroad,No,Clear,5,Yes,Green,Weekday,High,51,34,Congested,Urban Road
Haryana,24-01-2025,7.15,Yamunanagar,Two-Wheeler,T-Junction,No,Clear,6,No,Amber,Weekday,High,73,66,Normal,Highway
Haryana,24-01-2025,7.30,Faridabad,Auto,T-Junction,No,Sunny,5,Yes,Red,Weekday,Low,106,28,Normal,Rural Road
Haryana,24-01-2025,7.45,Ambala,Bus,Roundabout,No,Clear,2,No,Amber,Weekday,High,469,27,Congested,Rural Road
Haryana,24-01-2025,8.00,Sonipat,Auto,T-Junction,Yes,Sunny,2,No,Green,Weekday,Medium,364,57,Accident,Highway
Haryana,24-01-2025,8.15,Hisar,Car,Roundabout,Yes,Cloudy,6,No,Red,Weekday,High,303,47,Normal,Urban Road
Haryana,24-01-2025,8.30,Gurugram,Bus,Roundabout,Yes,Fog,5,Yes,Green,Weekday,Medium,474,33,Accident,Highway
Haryana,24-01-2025,8.45,Rohtak,Truck,Crossroad,Yes,Fog,6,Yes,Amber,Weekday,High,143,29,Accident,Urban Road
Haryana,24-01-2025,9.00,Panipat,Two-Wheeler,Crossroad,Yes,Fog,3,Yes,Red,Weekday,Medium,461,63,Normal,Urban Road
Haryana,24-01-2025,9.15,Sonipat,Car,Crossroad,Yes,Cloudy,5,Yes,Green,Weekday,Medium,154,47,Normal,Highway
Haryana,24-01-2025,9.30,Karnal,Car,Roundabout,Yes,Clear,2,Yes,Green,Weekday,Severe,387,55,Normal,Rural Road
Haryana,24-01-2025,9.45,Sonipat,Truck,Crossroad,Yes,Sunny,5,No,Red,Weekday,Severe,157,33,Normal,Urban Road
Haryana,24-01-2025,10.00,Gurugram,Auto,Crossroad,No,Cloudy,6,No,Red,Weekday,High,304,51,Accident,Rural Road
Haryana,24-01-2025,10.15,Rohtak,Truck,Crossroad,No,Cloudy,3,Yes,Red,Weekday,Medium,439,37,Normal,Highway
Haryana,24-01-2025,10.30,Faridabad,Car,Crossroad,No,Rain,4,No,Red,Weekday,Medium,598,53,Congested,Highway
Haryana,24-01-2025,10.45,Yamunanagar,Auto,T-Junction,No,Sunny,6,No,Red,Weekday,High,464,49,Congested,Rural Road
Haryana,24-01-2025,11.00,Yamunanagar,Auto,Roundabout,No,Fog,6,No,Amber,Weekday,Severe,219,47,Congested,Urban Road
Haryana,24-01-2025,11.15,Ambala,Truck,T-Junction,No,Cloudy,5,Yes,Green,Weekday,Medium,323,41,Congested,Rural Road
Haryana,24-01-2025,11.30,Panipat,Auto,Crossroad,No,Clear,5,No,Amber,Weekday,Low,104,48,Accident,Urban Road
Haryana,24-01-2025,11.45,Yamunanagar,Two-Wheeler,Crossroad,No,Clear,3,Yes,Green,Weekday,Severe,211,67,Normal,Highway
Haryana,24-01-2025,12.00,Rohtak,Truck,Crossroad,No,Sunny,3,No,Green,Weekday,Severe,389,44,Congested,Highway
Haryana,24-01-2025,12.15,Yamunanagar,Auto,Roundabout,No,Cloudy,3,Yes,Amber,Weekday,Low,336,62,Congested,Rural Road
Haryana,24-01-2025,12.30,Karnal,Car,Crossroad,No,Clear,2,No,Red,Weekday,High,573,57,Normal,Rural Road
Haryana,24-01-2025,12.45,Karnal,Auto,Roundabout,No,Rain,6,Yes,Green,Weekday,Severe,319,56,Accident,Highway
Haryana,24-01-2025,13.00,Yamunanagar,Two-Wheeler,Roundabout,No,Sunny,3,No,Red,Weekday,Medium,233,59,Normal,Highway
Haryana,24-01-2025,13.15,Karnal,Two-Wheeler,T-Junction,No,Rain,6,No,Amber,Weekday,Low,83,51,Normal,Highway
Haryana,24-01-2025,13.30,Faridabad,Two-Wheeler,Crossroad,No,Sunny,3,Yes,Red,Weekday,Medium,312,64,Congested,Rural Road
Haryana,24-01-2025,13.45,Hisar,Truck,T-Junction,No,Fog,5,Yes,Red,Weekday,Medium,407,53,Normal,Urban Road
Haryana,24-01-2025,14.00,Karnal,Auto,T-Junction,No,Sunny,6,No,Red,Weekday,High,432,52,Accident,Rural Road
Haryana,24-01-2025,14.15,Yamunanagar,Truck,T-Junction,No,Cloudy,3,No,Amber,Weekday,High,154,69,Accident,Rural Road
Haryana,24-01-2025,14.30,Ambala,Auto,Roundabout,No,Sunny,4,No,Amber,Weekday,High,403,55,Normal,Urban Road
Haryana,24-01-2025,14.45,Gurugram,Car,T-Junction,No,Cloudy,2,Yes,Green,Weekday,Medium,594,42,Accident,Highway
Haryana,24-01-2025,15.00,Sonipat,Truck,Roundabout,No,Sunny,3,Yes,Red,Weekday,Medium,321,70,Congested,Rural Road
Haryana,24-01-2025,15.15,Panipat,Auto,T-Junction,No,Clear,5,No,Amber,Weekday,Medium,537,63,Accident,Urban Road
Haryana,24-01-2025,15.30,Hisar,Bus,Crossroad,No,Sunny,4,No,Green,Weekday,Medium,166,38,Normal,Highway
Haryana,24-01-2025,15.45,Hisar,Bus,Roundabout,No,Clear,5,No,Red,Weekday,High,557,67,Congested,Urban Road
Haryana,24-01-2025,16.00,Hisar,Truck,Roundabout,No,Clear,5,Yes,Green,Weekday,Medium,112,45,Accident,Highway
Haryana,24-01-2025,16.15,Sonipat,Two-Wheeler,Roundabout,No,Sunny,2,No,Green,Weekday,Low,542,34,Normal,Highway
Haryana,24-01-2025,16.30,Rohtak,Auto,Roundabout,No,Clear,2,No,Amber,Weekday,Low,56,33,Accident,Rural Road
Haryana,24-01-2025,16.45,Yamunanagar,Auto,T-Junction,No,Clear,6,No,Green,Weekday,Medium,599,28,Normal,Urban Road
Haryana,24-01-2025,17.00,Karnal,Car,Roundabout,Yes,Clear,3,Yes,Red,Weekday,High,406,38,Accident,Rural Road
Haryana,24-01-2025,17.15,Gurugram,Auto,Crossroad,Yes,Rain,2,No,Amber,Weekday,Medium,340,31,Normal,Highway
Haryana,24-01-2025,17.30,Panipat,Car,Crossroad,Yes,Clear,3,No,Amber,Weekday,Medium,426,64,Congested,Highway
Haryana,24-01-2025,17.45,Rohtak,Bus,Roundabout,Yes,Rain,3,No,Amber,Weekday,High,358,24,Accident,Rural Road
Haryana,24-01-2025,18.00,Ambala,Car,Roundabout,Yes,Fog,6,Yes,Green,Weekday,Severe,462,70,Accident,Urban Road
Haryana,24-01-2025,18.15,Gurugram,Bus,Crossroad,Yes,Rain,2,No,Green,Weekday,High,238,62,Normal,Urban Road
Haryana,24-01-2025,18.30,Gurugram,Two-Wheeler,T-Junction,Yes,Cloudy,5,Yes,Green,Weekday,Severe,296,48,Normal,Highway
Haryana,24-01-2025,18.45,Faridabad,Two-Wheeler,Crossroad,Yes,Sunny,5,Yes,Red,Weekday,High,154,28,Congested,Urban Road
Haryana,24-01-2025,19.00,Yamunanagar,Two-Wheeler,Crossroad,No,Rain,6,Yes,Amber,Weekday,Medium,588,48,Accident,Highway
Haryana,24-01-2025,19.15,Karnal,Bus,Crossroad,No,Rain,2,Yes,Green,Weekday,Medium,133,30,Accident,Rural Road
Haryana,24-01-2025,19.30,Gurugram,Car,Crossroad,No,Clear,4,No,Amber,Weekday,Low,50,37,Normal,Highway
Haryana,24-01-2025,19.45,Faridabad,Auto,T-Junction,No,Sunny,4,Yes,Red,Weekday,High,201,62,Normal,Highway
Haryana,24-01-2025,20.00,Karnal,Auto,T-Junction,No,Rain,4,Yes,Amber,Weekday,High,233,25,Normal,Rural Road
Haryana,24-01-2025,20.15,Karnal,Bus,Crossroad,No,Clear,3,Yes,Amber,Weekday,Severe,218,55,Accident,Rural Road
Haryana,24-01-2025,20.30,Rohtak,Truck,Crossroad,No,Clear,2,No,Red,Weekday,Medium,192,69,Congested,Highway
Haryana,24-01-2025,20.45,Ambala,Car,Crossroad,No,Fog,3,No,Amber,Weekday,Low,127,24,Congested,Urban Road
Haryana,24-01-2025,21.00,Ambala,Car,Crossroad,No,Cloudy,3,Yes,Green,Weekday,Severe,344,57,Normal,Rural Road
Haryana,24-01-2025,21.15,Ambala,Two-Wheeler,Roundabout,No,Rain,5,Yes,Amber,Weekday,High,503,51,Normal,Urban Road
Haryana,24-01-2025,21.30,Gurugram,Truck,Roundabout,No,Rain,6,No,Green,Weekday,High,372,48,Accident,Highway
Haryana,24-01-2025,21.45,Karnal,Bus,T-Junction,No,Sunny,2,Yes,Green,Weekday,High,317,66,Accident,Urban Road
Haryana,24-01-2025,22.00,Sonipat,Truck,Crossroad,No,Clear,3,No,Amber,Weekday,Medium,213,39,Normal,Highway
Haryana,24-01-2025,22.15,Kurukshetra,Bus,Roundabout,No,Fog,5,Yes,Green,Weekday,Low,69,41,Accident,Urban Road
Haryana,24-01-2025,22.30,Gurugram,Bus,Crossroad,No,Sunny,4,Yes,Red,Weekday,High,167,52,Normal,Highway
Haryana,24-01-2025,22.45,Yamunanagar,Car,Roundabout,No,Clear,5,No,Red,Weekday,Medium,269,62,Congested,Highway
Haryana,24-01-2025,23.00,Gurugram,Truck,T-Junction,No,Rain,6,No,Green,Weekday,Severe,594,30,Normal,Highway
Haryana,24-01-2025,23.15,Rohtak,Bus,T-Junction,No,Sunny,2,Yes,Red,Weekday,Low,300,58,Accident,Urban Road
Haryana,24-01-2025,23.30,Hisar,Truck,T-Junction,No,Fog,5,Yes,Green,Weekday,Severe,412,60,Congested,Urban Road
Haryana,24-01-2025,23.45,Panipat,Bus,Roundabout,No,Fog,3,No,Red,Weekday,Medium,80,26,Accident,Highway
Haryana,25-01-2025,0.00,Gurugram,Auto,Crossroad,No,Sunny,4,Yes,Green,Weekend,Medium,512,48,Normal,Rural Road
Haryana,25-01-2025,0.15,Karnal,Truck,T-Junction,No,Rain,4,Yes,Amber,Weekend,Medium,336,59,Congested,Urban Road
